"BHK","Area_SqFt","City","Price_Lacs","Locality","Avg_Price_Per_SqFt","Possession_Status","Listing_Title","Listing_URL","Source","Page_Number"
"2.5","1950","Thrissur","86.26","Kunnamkulam","4.42k/sq.ft","1st Jan, 2027","2.5 BHK Independent House in Kunnamkulam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00013","Synthetic","8"
"4","1380","Thrissur","67.76","Chiyyaram","4.91k/sq.ft","Ready to move","4 BHK Independent House in Chiyyaram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00014","Synthetic","8"
"4","2540","Thrissur","109.64","Pariyaram","4.32k/sq.ft","1st Jun, 2027","4 BHK Independent House in Pariyaram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00015","Synthetic","8"
"3.5","2210","Thrissur","92.01","Palayoor","4.16k/sq.ft","1st Apr, 2027","3.5 BHK Independent House in Palayoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00016","Synthetic","8"
"3","2090","Thrissur","90.85","East Nada","4.35k/sq.ft","28th Feb, 2027","3 BHK Independent House in East Nada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00017","Synthetic","8"
"3.5","1720","Thrissur","100.32","Puthenchira","5.83k/sq.ft","28th Feb, 2027","3.5 BHK Independent House in Puthenchira, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00018","Synthetic","8"
"4","2230","Thrissur","129.54","Manathala, Chavakkad","5.81k/sq.ft","1st Oct, 2026","4 BHK Independent House in Manathala, Chavakkad, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00019","Synthetic","8"
"4","1870","Thrissur","77.35","Jyothi Nagar","4.14k/sq.ft","1st Dec, 2026","4 BHK Independent House in Jyothi Nagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00020","Synthetic","8"
"3","1840","Thrissur","81.12","Kalathode","4.41k/sq.ft","1st Sep, 2026","3 BHK Independent House in Kalathode, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00021","Synthetic","9"
"3","5200","Thrissur","179.9","Punkunnam","3.46k/sq.ft","1st Mar, 2027","3 BHK Independent House in Punkunnam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00022","Synthetic","9"
"2.5","2220","Thrissur","94.8","Pavaratty","4.27k/sq.ft","1st May, 2027","2.5 BHK Independent House in Pavaratty, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00023","Synthetic","9"
"3","2620","Thrissur","101.98","Koorkenchery","3.89k/sq.ft","15th Jan, 2027","3 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00024","Synthetic","9"
"2.5","2600","Thrissur","131.01","Engandiyoor","5.04k/sq.ft","1st Jul, 2027","2.5 BHK Independent House in Engandiyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00025","Synthetic","9"
"4.5","3890","Thrissur","122.52","Koorkenchery","3.15k/sq.ft","1st Oct, 2026","4.5 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00026","Synthetic","9"
"3","1110","Thrissur","48.8","Vellanikkara","4.40k/sq.ft","1st Jan, 2027","3 BHK Independent House in Vellanikkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00027","Synthetic","9"
"2.5","1850","Thrissur","72.15","Kalathode","3.90k/sq.ft","Ready to move","2.5 BHK Independent House in Kalathode, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00028","Synthetic","9"
"1.5","690","Thrissur","73.44","Irinjalakuda","10.64k/sq.ft","Ready to move","1.5 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00029","Synthetic","9"
"3","2310","Thrissur","104.84","Punkunnam","4.54k/sq.ft","28th Feb, 2027","3 BHK Independent House in Punkunnam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00030","Synthetic","9"
"3.5","2690","Thrissur","110.08","Chiyyaram","4.09k/sq.ft","Ready to move","3.5 BHK Independent House in Chiyyaram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00031","Synthetic","9"
"4","780","Thrissur","49.13","Desamangalam","6.30k/sq.ft","Ready to move","4 BHK Independent House in Desamangalam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00032","Synthetic","9"
"2","2200","Thrissur","85.79","Chalakudy","3.90k/sq.ft","Ready to move","2 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00033","Synthetic","9"
"2","790","Thrissur","94.18","Chettupuzha","11.92k/sq.ft","1st Jan, 2027","2 BHK Independent House in Chettupuzha, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00034","Synthetic","9"
"2","2980","Thrissur","126.32","Perinchery","4.24k/sq.ft","1st Aug, 2027","2 BHK Independent House in Perinchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00035","Synthetic","9"
"5","4030","Thrissur","154.55","Marathakkara","3.84k/sq.ft","1st Sep, 2026","5 BHK Independent House in Marathakkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00036","Synthetic","9"
"3.5","1720","Thrissur","64.92","Mannuthy","3.77k/sq.ft","1st Dec, 2026","3.5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00037","Synthetic","9"
"5","3640","Thrissur","151.44","Marathakkara","4.16k/sq.ft","1st Jul, 2027","5 BHK Independent House in Marathakkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00038","Synthetic","9"
"4","3700","Thrissur","243.93","Koorkenchery","6.59k/sq.ft","Ready to move","4 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00039","Synthetic","9"
"3","2060","Thrissur","60.39","Pandikkavu, Viyyoor","2.93k/sq.ft","28th Feb, 2027","3 BHK Independent House in Pandikkavu, Viyyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00040","Synthetic","9"
"2.5","2130","Thrissur","75.99","Koorkenchery","3.57k/sq.ft","Ready to move","2.5 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00041","Synthetic","10"
"3","1530","Thrissur","70.17","Vadookara","4.59k/sq.ft","1st Feb, 2027","3 BHK Independent House in Vadookara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00042","Synthetic","10"
"2.5","2430","Thrissur","113.43","Desamangalam","4.67k/sq.ft","Ready to move","2.5 BHK Independent House in Desamangalam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00043","Synthetic","10"
"3.5","1870","Thrissur","86.74","Kunnamkulam","4.64k/sq.ft","Ready to move","3.5 BHK Independent House in Kunnamkulam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00044","Synthetic","10"
"2.5","1940","Thrissur","49.39","Kodungallur","2.55k/sq.ft","31st Mar, 2027","2.5 BHK Independent House in Kodungallur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00045","Synthetic","10"
"4.5","2370","Thrissur","89.67","Amalanagar","3.78k/sq.ft","28th Feb, 2027","4.5 BHK Independent House in Amalanagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00046","Synthetic","10"
"4.5","2550","Thrissur","88.31","Mannumkad, Ramavarmapuram","3.46k/sq.ft","1st Apr, 2027","4.5 BHK Independent House in Mannumkad, Ramavarmapuram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00047","Synthetic","10"
"2.5","1860","Thrissur","96.03","Nellikunnu","5.16k/sq.ft","Ready to move","2.5 BHK Independent House in Nellikunnu, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00048","Synthetic","10"
"4.5","3380","Thrissur","50.57","Chalakudy","1.50k/sq.ft","Ready to move","4.5 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00049","Synthetic","10"
"3","1810","Thrissur","76.1","Kalathode","4.20k/sq.ft","Ready to move","3 BHK Independent House in Kalathode, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00050","Synthetic","10"
"3.5","7960","Thrissur","491.47","Aranattukara","6.17k/sq.ft","Ready to move","3.5 BHK Independent House in Aranattukara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00051","Synthetic","10"
"5","1580","Thrissur","50.34","Mannuthy","3.19k/sq.ft","1st May, 2027","5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00052","Synthetic","10"
"4","3870","Thrissur","360.87","Patturaikkal","9.32k/sq.ft","15th Jan, 2027","4 BHK Independent House in Patturaikkal, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00053","Synthetic","10"
"3.5","1750","Thrissur","60.16","Poothole","3.44k/sq.ft","Ready to move","3.5 BHK Independent House in Poothole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00054","Synthetic","10"
"1","300","Thrissur","3.0","Minalur","697.00/sq.ft","1st Jun, 2027","1 BHK Independent House in Minalur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00055","Synthetic","10"
"6","3520","Thrissur","155.43","Marathakkara","4.42k/sq.ft","15th Jan, 2027","6 BHK Independent House in Marathakkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00056","Synthetic","10"
"3","1970","Thrissur","53.03","Ayyanthole","2.69k/sq.ft","28th Feb, 2027","3 BHK Independent House in Ayyanthole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00057","Synthetic","10"
"4.5","2790","Thrissur","147.77","Kizhakkumpattukara","5.30k/sq.ft","Ready to move","4.5 BHK Independent House in Kizhakkumpattukara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00058","Synthetic","10"
"4.5","2460","Thrissur","102.36","Mathilakam","4.16k/sq.ft","1st Nov, 2026","4.5 BHK Independent House in Mathilakam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00059","Synthetic","10"
"3","3620","Thrissur","273.58","Chembukkav","7.56k/sq.ft","Ready to move","3 BHK Independent House in Chembukkav, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00060","Synthetic","10"
"3.5","4020","Thrissur","22.51","Guruvayur","560.00/sq.ft","Ready to move","3.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00061","Synthetic","11"
"1.5","3670","Thrissur","18.35","Amalanagar","500.00/sq.ft","Ready to move","1.5 BHK Independent House in Amalanagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00062","Synthetic","11"
"2.5","2880","Thrissur","205.58","Chavakkad Beach","7.14k/sq.ft","Ready to move","2.5 BHK Independent House in Chavakkad Beach, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00063","Synthetic","11"
"1.5","1760","Thrissur","59.58","Puthurkkara","3.38k/sq.ft","1st Mar, 2027","1.5 BHK Independent House in Puthurkkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00064","Synthetic","11"
"3.5","1350","Thrissur","47.46","Kottapuram, Kodungallur","3.52k/sq.ft","1st Aug, 2027","3.5 BHK Independent House in Kottapuram, Kodungallur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00065","Synthetic","11"
"3.5","2020","Thrissur","84.93","East Nada","4.20k/sq.ft","1st Jul, 2027","3.5 BHK Independent House in East Nada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00066","Synthetic","11"
"2","3610","Thrissur","154.08","Guruvayur","4.27k/sq.ft","Ready to move","2 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00067","Synthetic","11"
"4","770","Thrissur","23.0","Guruvayur","2.99k/sq.ft","1st Jan, 2027","4 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00068","Synthetic","11"
"4","1540","Thrissur","106.01","Irinjalakuda","6.88k/sq.ft","1st Jan, 2027","4 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00069","Synthetic","11"
"2","980","Thrissur","33.31","Vellangallur","3.40k/sq.ft","1st Apr, 2027","2 BHK Independent House in Vellangallur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00070","Synthetic","11"
"3","2060","Thrissur","94.63","East Nada","4.59k/sq.ft","1st May, 2027","3 BHK Independent House in East Nada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00071","Synthetic","11"
"2.5","2490","Thrissur","127.55","Amalanagar","5.12k/sq.ft","15th Jan, 2027","2.5 BHK Independent House in Amalanagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00072","Synthetic","11"
"3.5","2030","Thrissur","70.52","Poothole","3.47k/sq.ft","1st Mar, 2027","3.5 BHK Independent House in Poothole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00073","Synthetic","11"
"3.5","3240","Thrissur","172.87","Kottappuram","5.34k/sq.ft","Ready to move","3.5 BHK Independent House in Kottappuram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00074","Synthetic","11"
"3","2750","Thrissur","139.75","Punkunnam","5.08k/sq.ft","1st Feb, 2027","3 BHK Independent House in Punkunnam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00075","Synthetic","11"
"3.5","2470","Thrissur","100.55","Kunnamkulam Town","4.07k/sq.ft","1st Aug, 2027","3.5 BHK Independent House in Kunnamkulam Town, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00076","Synthetic","11"
"2.5","2060","Thrissur","91.66","Chalakudy","4.45k/sq.ft","Ready to move","2.5 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00077","Synthetic","11"
"3.5","2770","Thrissur","178.26","Kuttanellur","6.44k/sq.ft","28th Feb, 2027","3.5 BHK Independent House in Kuttanellur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00078","Synthetic","11"
"2","1110","Thrissur","33.82","Sringapuram, Kodungallur","3.05k/sq.ft","1st Dec, 2026","2 BHK Independent House in Sringapuram, Kodungallur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00079","Synthetic","11"
"4","1530","Thrissur","145.64","Chembukkav","9.52k/sq.ft","28th Feb, 2027","4 BHK Independent House in Chembukkav, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00080","Synthetic","11"
"3","1430","Thrissur","52.47","Kizhakambalam","3.67k/sq.ft","1st Mar, 2027","3 BHK Independent House in Kizhakambalam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00081","Synthetic","12"
"1.5","1790","Thrissur","80.53","Triprayar","4.50k/sq.ft","Ready to move","1.5 BHK Independent House in Triprayar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00082","Synthetic","12"
"2","1240","Thrissur","34.26","Koorkenchery","2.76k/sq.ft","1st Apr, 2027","2 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00083","Synthetic","12"
"4.5","2590","Thrissur","133.09","Cheroor","5.14k/sq.ft","Ready to move","4.5 BHK Independent House in Cheroor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00084","Synthetic","12"
"4","2720","Thrissur","147.41","Kottekkad, Kuttoor","5.42k/sq.ft","1st Aug, 2027","4 BHK Independent House in Kottekkad, Kuttoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00085","Synthetic","12"
"3.5","2060","Thrissur","88.58","West Nada","4.30k/sq.ft","Ready to move","3.5 BHK Independent House in West Nada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00086","Synthetic","12"
"3","2710","Thrissur","79.26","Irinjalakuda","2.92k/sq.ft","1st Aug, 2027","3 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00087","Synthetic","12"
"3","1580","Thrissur","88.65","Engandiyoor","5.61k/sq.ft","1st Sep, 2026","3 BHK Independent House in Engandiyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00088","Synthetic","12"
"3","2810","Thrissur","123.56","Kechery","4.40k/sq.ft","1st Sep, 2026","3 BHK Independent House in Kechery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00089","Synthetic","12"
"3.5","2270","Thrissur","115.01","Kottekkad, Kuttoor","5.07k/sq.ft","Ready to move","3.5 BHK Independent House in Kottekkad, Kuttoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00090","Synthetic","12"
"4","1700","Thrissur","34.95","Guruvayur","2.06k/sq.ft","Ready to move","4 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00091","Synthetic","12"
"4.5","3170","Thrissur","284.91","Chembukkav","8.99k/sq.ft","1st May, 2027","4.5 BHK Independent House in Chembukkav, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00092","Synthetic","12"
"4","1950","Thrissur","75.24","Mannuthy","3.86k/sq.ft","1st Feb, 2027","4 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00093","Synthetic","12"
"3.5","2220","Thrissur","81.77","Mannuthy","3.68k/sq.ft","Ready to move","3.5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00094","Synthetic","12"
"4.5","3840","Thrissur","239.87","Kuttanellur","6.25k/sq.ft","Ready to move","4.5 BHK Independent House in Kuttanellur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00095","Synthetic","12"
"1","1270","Thrissur","34.99","Ayyanthole","2.76k/sq.ft","1st Oct, 2026","1 BHK Independent House in Ayyanthole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00096","Synthetic","12"
"4","2350","Thrissur","11.75","Amalanagar","500.00/sq.ft","Ready to move","4 BHK Independent House in Amalanagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00097","Synthetic","12"
"3.5","2330","Thrissur","71.9","Ayyanthole","3.09k/sq.ft","Ready to move","3.5 BHK Independent House in Ayyanthole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00098","Synthetic","12"
"2.5","1240","Thrissur","79.16","Thiruvilwamala","6.38k/sq.ft","1st Jun, 2027","2.5 BHK Independent House in Thiruvilwamala, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00099","Synthetic","12"
"4.5","4910","Thrissur","402.53","Kuttanellur","8.20k/sq.ft","Ready to move","4.5 BHK Independent House in Kuttanellur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00100","Synthetic","12"
"3","980","Thrissur","4.9","Guruvayur","500.00/sq.ft","Ready to move","3 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00101","Synthetic","13"
"3.5","1710","Thrissur","127.14","Chelakkara","7.44k/sq.ft","1st Oct, 2026","3.5 BHK Independent House in Chelakkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00102","Synthetic","13"
"2.5","1930","Thrissur","81.29","Kunnamkulam Town","4.21k/sq.ft","31st Mar, 2027","2.5 BHK Independent House in Kunnamkulam Town, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00103","Synthetic","13"
"5","4050","Thrissur","101.87","Pottore, Killannur","2.52k/sq.ft","Ready to move","5 BHK Independent House in Pottore, Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00104","Synthetic","13"
"3.5","2310","Thrissur","94.61","Kunnamkulam Town","4.10k/sq.ft","31st Mar, 2027","3.5 BHK Independent House in Kunnamkulam Town, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00105","Synthetic","13"
"4","2790","Thrissur","140.46","Kottappuram","5.03k/sq.ft","31st Mar, 2027","4 BHK Independent House in Kottappuram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00106","Synthetic","13"
"3","2070","Thrissur","88.32","Kunnamkulam","4.27k/sq.ft","1st Mar, 2027","3 BHK Independent House in Kunnamkulam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00107","Synthetic","13"
"3","980","Thrissur","37.39","Annamanada","3.82k/sq.ft","Ready to move","3 BHK Independent House in Annamanada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00108","Synthetic","13"
"2","2210","Thrissur","128.01","Kuzhur","5.79k/sq.ft","1st Jun, 2027","2 BHK Independent House in Kuzhur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00109","Synthetic","13"
"2.5","850","Thrissur","101.43","Chettupuzha","11.93k/sq.ft","1st Oct, 2026","2.5 BHK Independent House in Chettupuzha, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00110","Synthetic","13"
"3.5","3390","Thrissur","62.77","Guruvayur","1.85k/sq.ft","Ready to move","3.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00111","Synthetic","13"
"3.5","1930","Thrissur","71.01","Ayyanthole","3.68k/sq.ft","1st Sep, 2026","3.5 BHK Independent House in Ayyanthole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00112","Synthetic","13"
"1.5","1100","Thrissur","41.06","Puranattukara","3.73k/sq.ft","1st Oct, 2026","1.5 BHK Independent House in Puranattukara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00113","Synthetic","13"
"3","2330","Thrissur","97.01","Muthuvattoor","4.16k/sq.ft","1st Feb, 2027","3 BHK Independent House in Muthuvattoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00114","Synthetic","13"
"2.5","830","Thrissur","37.6","Maruthayoor","4.53k/sq.ft","Ready to move","2.5 BHK Independent House in Maruthayoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00115","Synthetic","13"
"3","1910","Thrissur","60.18","Killannur","3.15k/sq.ft","Ready to move","3 BHK Independent House in Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00116","Synthetic","13"
"4","2510","Thrissur","105.84","Kottekkad, Kuttoor","4.22k/sq.ft","Ready to move","4 BHK Independent House in Kottekkad, Kuttoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00117","Synthetic","13"
"2.5","300","Thrissur","5.46","Chalakudy","1.82k/sq.ft","Ready to move","2.5 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00118","Synthetic","13"
"3.5","2050","Thrissur","126.81","Punkunnam","6.19k/sq.ft","Ready to move","3.5 BHK Independent House in Punkunnam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00119","Synthetic","13"
"2","1450","Thrissur","59.29","Maruthayoor","4.09k/sq.ft","Ready to move","2 BHK Independent House in Maruthayoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00120","Synthetic","13"
"2.5","920","Thrissur","44.0","Mathilakam","4.78k/sq.ft","1st May, 2027","2.5 BHK Independent House in Mathilakam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00121","Synthetic","14"
"3","2650","Thrissur","288.53","Chembukkav","10.89k/sq.ft","1st Feb, 2027","3 BHK Independent House in Chembukkav, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00122","Synthetic","14"
"3.5","1990","Thrissur","94.81","Wadakkanchery","4.76k/sq.ft","1st Jun, 2027","3.5 BHK Independent House in Wadakkanchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00123","Synthetic","14"
"4.5","2400","Thrissur","85.23","Mannuthy","3.55k/sq.ft","Ready to move","4.5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00124","Synthetic","14"
"5","1540","Thrissur","62.63","Jyothi Nagar","4.07k/sq.ft","Ready to move","5 BHK Independent House in Jyothi Nagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00125","Synthetic","14"
"2.5","1770","Thrissur","61.4","Varadiyam","3.47k/sq.ft","Ready to move","2.5 BHK Independent House in Varadiyam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00126","Synthetic","14"
"3","2000","Thrissur","98.24","Cheroor","4.91k/sq.ft","28th Feb, 2027","3 BHK Independent House in Cheroor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00127","Synthetic","14"
"3.5","3600","Thrissur","182.01","Koorkenchery","5.06k/sq.ft","Ready to move","3.5 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00128","Synthetic","14"
"3","1910","Thrissur","84.31","East Nada","4.41k/sq.ft","Ready to move","3 BHK Independent House in East Nada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00129","Synthetic","14"
"3","870","Thrissur","22.02","Koorkenchery","2.53k/sq.ft","28th Feb, 2027","3 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00130","Synthetic","14"
"3","1840","Thrissur","78.97","Pallikkulam","4.29k/sq.ft","28th Feb, 2027","3 BHK Independent House in Pallikkulam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00131","Synthetic","14"
"2.5","1740","Thrissur","77.97","Kalathode","4.48k/sq.ft","Ready to move","2.5 BHK Independent House in Kalathode, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00132","Synthetic","14"
"2.5","1660","Thrissur","118.46","Ollur","7.14k/sq.ft","1st May, 2027","2.5 BHK Independent House in Ollur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00133","Synthetic","14"
"6","2630","Thrissur","89.02","Kuriachira","3.38k/sq.ft","1st Mar, 2027","6 BHK Independent House in Kuriachira, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00134","Synthetic","14"
"1","2220","Thrissur","64.71","Chalakudy","2.92k/sq.ft","1st Jan, 2027","1 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00135","Synthetic","14"
"3","2640","Thrissur","158.65","Guruvayur","6.01k/sq.ft","1st May, 2027","3 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00136","Synthetic","14"
"2.5","3110","Thrissur","116.98","Pavaratty Town","3.76k/sq.ft","Ready to move","2.5 BHK Independent House in Pavaratty Town, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00137","Synthetic","14"
"4","1690","Thrissur","58.14","Mannuthy","3.44k/sq.ft","Ready to move","4 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00138","Synthetic","14"
"2.5","2010","Thrissur","64.58","Pandikkavu, Viyyoor","3.21k/sq.ft","Ready to move","2.5 BHK Independent House in Pandikkavu, Viyyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00139","Synthetic","14"
"2.5","3560","Thrissur","148.46","Guruvayur","4.17k/sq.ft","1st Aug, 2027","2.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00140","Synthetic","14"
"3","2860","Thrissur","98.31","Kuriachira","3.44k/sq.ft","1st Apr, 2027","3 BHK Independent House in Kuriachira, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00141","Synthetic","15"
"3","2690","Thrissur","159.93","Chiyyaram","5.95k/sq.ft","1st Mar, 2027","3 BHK Independent House in Chiyyaram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00142","Synthetic","15"
"3","1760","Thrissur","63.16","Kumaranellur","3.59k/sq.ft","1st Jan, 2027","3 BHK Independent House in Kumaranellur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00143","Synthetic","15"
"3.5","1990","Thrissur","89.23","Poochatty","4.48k/sq.ft","Ready to move","3.5 BHK Independent House in Poochatty, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00144","Synthetic","15"
"2.5","1240","Thrissur","49.56","Nedupurha","4.00k/sq.ft","1st Aug, 2027","2.5 BHK Independent House in Nedupurha, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00145","Synthetic","15"
"3.5","2170","Thrissur","88.94","Pavaratty","4.10k/sq.ft","1st Apr, 2027","3.5 BHK Independent House in Pavaratty, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00146","Synthetic","15"
